name,city,region,holes,distance_mi,tee_name,gender,rating,slope,yardage,notes
Augusta National Golf Club,"Augusta, GA",SE,18,2079,Masters,M,78.1,137,7475,Par 72; no official USGA rating (unofficial estimate)
Playa Mujeres Golf Club,"Cancun, QR",MX,18,2110,Back,M,74.5,139,7218,Par 72; women's not published
Riviera Maya Golf Club,"Akumal, QR",MX,18,2112,Back,M,,137,7272,Par 72; rating not published
Cancun Country Club,"Cancun, QR",MX,18,2114,Back,M,75.8,137,7439,El Tinto course; par 72
Moon Palace Golf Club - Jaguar Course,"Cancun, QR",MX,18,2115,Negro,M,75.5,138,7199,27-hole Nicklaus facility (Jungle/Lakes/Dunes); Lakes/Dunes combo
Moon Palace Golf Club - Dunes Course,"Cancun, QR",MX,18,2115,Negro,M,75.5,138,7199,27-hole facility; Dunes is a 9-hole loop; combo data shown
Mayakoba El Camaleon Golf Club,"Playa del Carmen, QR",MX,18,2117,Black,M,74.8,139,7024,Par 72
Mayakoba El Camaleon Golf Club,"Playa del Carmen, QR",MX,18,2117,Blue,M,72.6,133,6864,
Mayakoba El Camaleon Golf Club,"Playa del Carmen, QR",MX,18,2117,Blue,W,78.4,140,6864,
Mayakoba El Camaleon Golf Club,"Playa del Carmen, QR",MX,18,2117,White,M,70.8,126,6143,
Iberostar Playa Paraiso Golf Club,"Playa del Carmen, QR",MX,18,2118,Tournament,M,72.4,136,6701,Par 72
Iberostar Playa Paraiso Golf Club,"Playa del Carmen, QR",MX,18,2118,Tournament,W,77.5,138,6701,
Iberostar Playa Paraiso Golf Club,"Playa del Carmen, QR",MX,18,2118,Back,M,69.7,130,6189,
Quail Hollow Club,"Charlotte, NC",CAR,18,2125,Back,M,74.9,139,7114,Par 72
Quail Hollow Club,"Charlotte, NC",CAR,18,2125,III,M,71.7,133,,
Quail Hollow Club,"Charlotte, NC",CAR,18,2125,III,W,78.5,147,,
Charlotte Country Club,"Charlotte, NC",CAR,18,2128,Back,M,75.9,146,7335,Par 72; women's not published
Black Diamond Ranch and C.C. (Quarry Course),"Lecanto, FL",FL,18,2133,Black,M,75.0,137,7159,Par 72
Black Diamond Ranch and C.C. (Quarry Course),"Lecanto, FL",FL,18,2133,Dark Gray,M,72.1,131,6496,
Black Diamond Ranch and C.C. (Quarry Course),"Lecanto, FL",FL,18,2133,Green,M,69.7,125,6050,
Westin Innisbrook Resort (Copperhead Course),"Palm Harbor, FL",FL,18,2137,Championship,M,75.9,142,7340,Par 71
Westin Innisbrook Resort (Copperhead Course),"Palm Harbor, FL",FL,18,2137,White,M,71.1,137,6243,
Westin Innisbrook Resort (Island),"Palm Harbor, FL",FL,18,2137,Black,M,75.5,142,7310,Par 71
Westin Innisbrook Resort (Island),"Palm Harbor, FL",FL,18,2137,Green,M,73.1,138,,
Westin Innisbrook Resort (Island),"Palm Harbor, FL",FL,18,2137,White,M,70.6,132,,
Sea Island Resort - Seaside Course,"St. Simons Island, GA",SE,18,2151,Championship,M,73.8,141,7055,Par 70
Sea Island Resort - Seaside Course,"St. Simons Island, GA",SE,18,2151,Back,M,72.3,137,6657,
Sea Island Resort - Seaside Course,"St. Simons Island, GA",SE,18,2151,Middle,M,70.9,133,6323,
Sea Island Resort - Seaside Course,"St. Simons Island, GA",SE,18,2151,Forward,W,68.8,120,4978,
Sea Island Resort - Plantation Course,"St. Simons Island, GA",SE,18,2151,Back,M,73.9,135,7058,Par 72; women's not published
Sea Island Resort - Retreat Course,"St. Simons Island, GA",SE,18,2151,Back,M,71.8,133,6490,Par 72; women's not published
Oakmont Country Club,"Oakmont, PA",NE,18,2153,Championship,M,76.9,142,7255,Par 71
Oakmont Country Club,"Oakmont, PA",NE,18,2153,Blue,M,73.3,136,6436,
Oakmont Country Club,"Oakmont, PA",NE,18,2153,White,M,72.3,130,6223,
Oakmont Country Club,"Oakmont, PA",NE,18,2153,Red,W,69.8,123,5692,
Harbour Town Golf Links,"Hilton Head Island, SC",CAR,18,2167,Heritage,M,75.6,147,7101,Par 71
Harbour Town Golf Links,"Hilton Head Island, SC",CAR,18,2167,Back,M,74.0,136,6916,
The Ocean Course at Sea Pines,"Hilton Head Island, SC",CAR,18,2168,Back,M,74.3,143,7065,Now Atlantic Dunes (Davis Love III redesign 2016); par 72
TPC Sawgrass (Stadium),"Ponte Vedra Beach, FL",FL,18,2169,Players,M,76.2,155,7245,Par 72
TPC Sawgrass (Stadium),"Ponte Vedra Beach, FL",FL,18,2169,Blue,M,73.3,149,6670,
TPC Sawgrass (Stadium),"Ponte Vedra Beach, FL",FL,18,2169,Blended,M,72.0,147,6406,
TPC Sawgrass (Dye Valley),"Ponte Vedra Beach, FL",FL,18,2169,Back,M,73.8,138,6847,Par 72; women's not published
Sedgefield Country Club,"Greensboro, NC",CAR,18,2170,Championship,M,75.2,143,7130,Par 71
Sedgefield Country Club,"Greensboro, NC",CAR,18,2170,Black,M,73.1,,6775,
Sedgefield Country Club,"Greensboro, NC",CAR,18,2170,White,M,71.7,,6440,
The Concession Golf Club,"Bradenton, FL",FL,18,2174,Black,M,77.6,155,7470,Par 72
The Concession Golf Club,"Bradenton, FL",FL,18,2174,Gold,M,74.6,150,6990,
The Concession Golf Club,"Bradenton, FL",FL,18,2174,Blue,M,72.7,146,6486,
The Concession Golf Club,"Bradenton, FL",FL,18,2174,White,M,69.6,137,5927,
The Concession Golf Club,"Bradenton, FL",FL,18,2174,Red,W,69.5,121,5028,
Bay Hill Club & Lodge,"Orlando, FL",FL,18,2199,Palmer,M,75.1,139,7204,Challenger/Champion 18; par 72
Bay Hill Club & Lodge,"Orlando, FL",FL,18,2199,Blue,M,73.8,138,6920,
Bay Hill Club & Lodge,"Orlando, FL",FL,18,2199,Yellow,M,72.4,130,6647,
Bay Hill Club & Lodge,"Orlando, FL",FL,18,2199,Forward,W,72.7,130,5235,
Streamsong Resort (Red Course),"Streamsong, FL",FL,18,2200,Green,M,74.1,137,7143,Par 72
Streamsong Resort (Red Course),"Streamsong, FL",FL,18,2200,Black,M,71.6,132,,
Streamsong Resort (Red Course),"Streamsong, FL",FL,18,2200,Silver,M,69.5,124,,
Streamsong Resort (Blue Course),"Streamsong, FL",FL,18,2200,Green,M,74.0,134,7160,Par 72
Streamsong Resort (Blue Course),"Streamsong, FL",FL,18,2200,Black,M,71.8,130,,
Streamsong Resort (Blue Course),"Streamsong, FL",FL,18,2200,Silver,M,69.5,127,,
Streamsong Resort (Black Course),"Streamsong, FL",FL,18,2200,Green,M,74.7,135,7331,Par 73
Streamsong Resort (Black Course),"Streamsong, FL",FL,18,2200,Black,M,72.0,130,,
Streamsong Resort (Black Course),"Streamsong, FL",FL,18,2200,Gold,W,69.5,119,5293,
Pinehurst Resort #2,"Pinehurst, NC",CAR,18,2202,US Open,M,77.9,149,7588,Par 72
Pinehurst Resort #2,"Pinehurst, NC",CAR,18,2202,Blue,M,73.1,133,6767,
Pinehurst Resort #2,"Pinehurst, NC",CAR,18,2202,White,M,70.9,126,6298,
Pinehurst Resort #4,"Pinehurst, NC",CAR,18,2202,Gold,M,74.9,138,7227,Par 72
Pinehurst Resort #4,"Pinehurst, NC",CAR,18,2202,Blue,M,73.7,135,,
Pinehurst Resort #4,"Pinehurst, NC",CAR,18,2202,White,M,70.8,131,,
Pinehurst Resort #6,"Pinehurst, NC",CAR,18,2202,Gold,M,74.5,140,7092,Par 72
Pinehurst Resort #6,"Pinehurst, NC",CAR,18,2202,Blue,M,72.8,137,,
Pinehurst Resort #6,"Pinehurst, NC",CAR,18,2202,White,M,70.8,130,,
Pinehurst Resort #7,"Pinehurst, NC",CAR,18,2202,Gold,M,75.6,142,7125,Par 72
Pinehurst Resort #7,"Pinehurst, NC",CAR,18,2202,Blue,M,74.0,139,,
Pinehurst Resort #7,"Pinehurst, NC",CAR,18,2202,White,M,71.7,134,,
Pinehurst Resort #8,"Pinehurst, NC",CAR,18,2202,Gold,M,73.9,139,7092,Par 72
Pinehurst Resort #8,"Pinehurst, NC",CAR,18,2202,Blue,M,72.0,135,,
Pinehurst Resort #8,"Pinehurst, NC",CAR,18,2202,White,M,70.0,131,,
Pinehurst Resort - No. 9 Course,"Pinehurst, NC",CAR,18,2202,Gold,M,75.5,138,7122,Par 72
Pinehurst Resort - No. 9 Course,"Pinehurst, NC",CAR,18,2202,Blue,M,71.6,134,,
Pinehurst Resort - No. 9 Course,"Pinehurst, NC",CAR,18,2202,White,M,69.6,125,,
Kiawah Island Resort (Ocean Course),"Kiawah Island, SC",CAR,18,2204,Championship,M,79.1,155,7876,Par 72; USGA max slope
Kiawah Island Resort (Ocean Course),"Kiawah Island, SC",CAR,18,2204,Black,M,77.4,153,,
Kiawah Island Resort (Ocean Course),"Kiawah Island, SC",CAR,18,2204,Gold,M,74.7,150,,
Kiawah Island Resort (Ocean Course),"Kiawah Island, SC",CAR,18,2204,Silver,M,72.1,140,,
Turtle Point Golf Course at Kiawah Island Resort,"Kiawah Island, SC",CAR,18,2204,Black,M,73.9,141,6911,Par 72
Turtle Point Golf Course at Kiawah Island Resort,"Kiawah Island, SC",CAR,18,2204,Gold,M,71.9,136,6510,
Turtle Point Golf Course at Kiawah Island Resort,"Kiawah Island, SC",CAR,18,2204,Silver,M,70.1,127,6162,
Turtle Point Golf Course at Kiawah Island Resort,"Kiawah Island, SC",CAR,18,2204,Red,W,64.3,112,5064,
Pinehurst Resort - No. 10 Course,"Aberdeen, NC",CAR,18,2204,Blue,M,74.1,142,7020,Par 72
Pinehurst Resort - No. 10 Course,"Aberdeen, NC",CAR,18,2204,White,M,71.5,137,,
Pinehurst Resort - No. 10 Course,"Aberdeen, NC",CAR,18,2204,Green,M,68.2,129,,
Pine Needles Lodge & Golf Club,"Southern Pines, NC",CAR,18,2205,Medal,M,73.5,135,7015,Par 71
Pine Needles Lodge & Golf Club,"Southern Pines, NC",CAR,18,2205,Ross,M,70.6,126,6436,
Pine Needles Lodge & Golf Club,"Southern Pines, NC",CAR,18,2205,Forward,W,68.6,119,4936,
Mid Pines Inn & Golf Club,"Southern Pines, NC",CAR,18,2205,Blue,M,71.0,126,6528,Par 72
Mid Pines Inn & Golf Club,"Southern Pines, NC",CAR,18,2205,White,M,68.7,122,6114,
Mid Pines Inn & Golf Club,"Southern Pines, NC",CAR,18,2205,Red,W,68.8,119,4921,
Lake Nona Golf & Country Club,"Orlando, FL",FL,18,2216,Black,M,75.8,140,7215,Par 72
Lake Nona Golf & Country Club,"Orlando, FL",FL,18,2216,Blue,M,73.0,138,6722,
Lake Nona Golf & Country Club,"Orlando, FL",FL,18,2216,White,M,71.3,131,6366,
Lake Nona Golf & Country Club,"Orlando, FL",FL,18,2216,Red,W,72.1,128,5395,
Tobacco Road Golf Club,"Sanford, NC",CAR,18,2220,Ripper,M,73.2,150,6532,Par 71
Tobacco Road Golf Club,"Sanford, NC",CAR,18,2220,Disc,M,70.8,141,6297,
Tobacco Road Golf Club,"Sanford, NC",CAR,18,2220,Plow,M,68.6,131,5886,
Oak Hill Country Club - East Course,"Rochester, NY",NE,18,2274,Back,M,74.4,137,6902,Par 71
Oak Hill Country Club - East Course,"Rochester, NY",NE,18,2274,Gold,M,69.7,136,5920,
Oak Hill Country Club - East Course,"Rochester, NY",NE,18,2274,Red,W,77.5,142,5866,
PGA National Resort & Spa (Champion),"Palm Beach Gardens, FL",FL,18,2317,Back,M,,,7048,Par 72; back-tee rating not found in sources (Bear Trap)
PGA National Resort & Spa (Palmer),"Palm Beach Gardens, FL",FL,18,2317,Back,M,74.6,141,7079,Par 72; women's not published
PGA National Resort & Spa (Squire),"Palm Beach Gardens, FL",FL,18,2317,Back,M,72.1,140,6447,Par 72; women's not published
PGA National Resort & Spa (Estates),"Palm Beach Gardens, FL",FL,18,2317,Back,M,73.4,131,6784,Par 72; women's not published
PGA National - Fazio Course,"Palm Beach Gardens, FL",FL,18,2317,Back,M,73.5,135,6806,Par 72; women's not published
Seminole Golf Club,"Juno Beach, FL",FL,18,2320,Gold,M,75.4,144,6787,Par 72
Seminole Golf Club,"Juno Beach, FL",FL,18,2320,Blue,M,72.4,138,,
Seminole Golf Club,"Juno Beach, FL",FL,18,2320,White,M,69.7,129,,
Doral Golf Resort and Spa (The Blue Monster),"Miami, FL",FL,18,2332,Championship,M,77.4,146,7545,Par 72
Doral Golf Resort and Spa (The Blue Monster),"Miami, FL",FL,18,2332,Gold,M,75.0,140,,
Doral Golf Resort and Spa (The Blue Monster),"Miami, FL",FL,18,2332,Blue,M,73.5,139,,
Doral Golf Resort & Spa (Red course),"Miami, FL",FL,18,2332,Back,M,70.2,121,6146,Red Tiger; par 70; women's not published
Doral Golf Resort & Spa (Gold course),"Miami, FL",FL,18,2332,Back,M,73.3,129,6602,Golden Palm; par 70; women's not published
Aronimink Golf Club,"Newtown Square, PA",NE,18,2387,Championship,M,75.5,138,7237,Par 70; women's not published
Merion Golf Club - East Course,"Ardmore, PA",NE,18,2392,Championship,M,75.1,151,6996,Par 70
Merion Golf Club - East Course,"Ardmore, PA",NE,18,2392,Back,M,73.5,149,,
Merion Golf Club - East Course,"Ardmore, PA",NE,18,2392,Middle,M,71.3,144,6126,
Pine Valley Golf Club,"Pine Valley, NJ",NE,18,2411,Back,M,76.6,155,7197,Par 70; USGA max slope
Pine Valley Golf Club,"Pine Valley, NJ",NE,18,2411,Member,M,72.7,153,,
Trump National Bedminster,"Bedminster, NJ",NE,18,2421,Black,M,,155,7721,Old course; par 72; back-tee rating figures inconsistent across sources
Trump National Bedminster,"Bedminster, NJ",NE,18,2421,Gold,M,,144,7249,
Plainfield Country Club,"Edison, NJ",NE,18,2438,Championship,M,74.7,138,7110,Par 72
Plainfield Country Club,"Edison, NJ",NE,18,2438,Back,M,73.6,136,6865,
Baltusrol Golf Club - Lower Course,"Springfield, NJ",NE,18,2441,Back,M,75.5,139,7221,Par 72; women's not published
Baltusrol Golf Club - Upper Course,"Springfield, NJ",NE,18,2441,Back,M,74.4,141,7135,Par 72; women's not published
Liberty National Golf Club,"Jersey City, NJ",NE,18,2454,Back,M,77.7,151,7346,Par 70; women's not published
Quaker Ridge Golf Club,"Scarsdale, NY",NE,18,2469,Black,M,74.9,143,6835,Par 70
Quaker Ridge Golf Club,"Scarsdale, NY",NE,18,2469,Blue,M,72.3,138,,
Quaker Ridge Golf Club,"Scarsdale, NY",NE,18,2469,White,M,70.8,135,,
Winged Foot Golf Club - West Course,"Mamaroneck, NY",NE,18,2470,Back,M,76.4,140,7477,Par 72; women's not published
Winged Foot Golf Club - East Course,"Mamaroneck, NY",NE,18,2470,Back,M,73.6,140,6808,Par 72; women's not published
Garden City Golf Club,"Garden City, NY",NE,18,2476,Back,M,73.7,139,6922,Par 73; women's not published
Mauna Kea Golf Course,"Kohala Coast, HI",HI,18,2481,Blue,M,74.7,134,6806,Par 72; tips play 7370
Mauna Kea Golf Course,"Kohala Coast, HI",HI,18,2481,Orange,M,72.2,130,6358,
Hapuna Golf Course,"Kohala Coast, HI",HI,18,2481,Back,M,72.5,134,6875,Par 72; women's not published
Mauna Lani - Francis H. I'i Brown South Course,"Kohala Coast, HI",HI,18,2486,Back,M,72.8,133,6938,Par 72
Mauna Lani - Francis H. I'i Brown South Course,"Kohala Coast, HI",HI,18,2486,White,M,68.3,124,6025,
Mauna Lani - Francis H. I'i Brown North Course,"Kohala Coast, HI",HI,18,2486,Back,M,73.2,136,6913,Par 72; women's not published
Bethpage State Park - Black Course,"Farmingdale, NY",NE,18,2486,Championship,M,78.1,152,7468,Par 71
Bethpage State Park - Black Course,"Farmingdale, NY",NE,18,2486,Black,M,75.4,144,7065,
Bethpage State Park - Black Course,"Farmingdale, NY",NE,18,2486,White,M,73.1,140,6684,
Bethpage State Park - Red Course,"Farmingdale, NY",NE,18,2486,Back,M,73.0,127,6756,Par 71; women's not published
Waikoloa Beach Golf Club - Beach Course,"Waikoloa, HI",HI,18,2487,Blue/Black,M,73.4,124,6566,Par 70
Waikoloa Beach Golf Club - Beach Course,"Waikoloa, HI",HI,18,2487,Blue,M,72.1,123,,
Waikoloa Beach Golf Club - Beach Course,"Waikoloa, HI",HI,18,2487,White,M,69.1,123,,
Waikoloa Beach Golf Club - Kings' Course,"Waikoloa, HI",HI,18,2487,Back,M,73.9,133,7074,Par 72; women's not published
Wailea Golf Club - Gold Course,"Wailea, HI",HI,18,2491,Back,M,73.0,139,7078,Par 72; women's not published
Wailea Golf Club - Emerald Course,"Wailea, HI",HI,18,2491,Emerald,M,72.8,134,6825,Par 72
Wailea Golf Club - Emerald Course,"Wailea, HI",HI,18,2491,Emerald,W,78.2,139,6825,
Wailea Golf Club - Emerald Course,"Wailea, HI",HI,18,2491,Blue,M,70.8,129,6407,
Wailea Golf Club - Emerald Course,"Wailea, HI",HI,18,2491,White,M,68.5,120,5873,
Wailea Golf Club - Old Blue Course,"Wailea, HI",HI,18,2492,Back,M,71.6,130,6765,Par 72; women's not published
Kapalua Plantation Course,"Kapalua, HI",HI,18,2493,Tour,M,77.0,144,7596,Par 73
Kapalua Plantation Course,"Kapalua, HI",HI,18,2493,Championship,M,75.5,140,7284,
Kapalua Plantation Course,"Kapalua, HI",HI,18,2493,Regular,M,72.8,134,6701,
Kapalua Plantation Course,"Kapalua, HI",HI,18,2493,Forward,W,65.5,116,5181,
Kapalua Bay Course,"Kapalua, HI",HI,18,2493,Back,M,71.7,138,6600,Par 72; women's not published
Hualalai Golf Club,"Ka'upulehu-Kona, HI",HI,18,2496,Nicklaus,M,73.7,131,7117,Par 72; women's not published
Kaanapali Golf Courses - Royal Course,"Lahaina, HI",HI,18,2498,Blue,M,74.2,131,6700,Par 71; women's not published
Kaanapali Golf Courses - Kai Course,"Lahaina, HI",HI,18,2498,Championship,M,71.6,136,6400,Par 70
Kaanapali Golf Courses - Kai Course,"Lahaina, HI",HI,18,2498,White,M,69.5,132,,
Kaanapali Golf Courses - Kai Course,"Lahaina, HI",HI,18,2498,Gold,M,68.0,127,,
Friar's Head,"Riverhead, NY",NE,18,2523,Back,M,74.4,140,7078,Par 71; private; women's not published
Sebonack Golf Club,"Southampton, NY",NE,18,2537,Back,M,77.1,151,7220,Par 72; private; women's not published
National Golf Links of America,"Southampton, NY",NE,18,2538,Back,M,74.3,141,6935,Par 73; private; ratings vary across sources
Shinnecock Hills Golf Club,"Southampton, NY",NE,18,2538,Championship,M,74.5,140,7445,Par 70; private; women's not published
Turtle Bay Resort - Palmer Course,"Kahuku, HI",HI,18,2546,Back,M,75.0,141,7218,Par 72; women's not published
Turtle Bay Resort - Fazio Course,"Kahuku, HI",HI,18,2546,Blue,M,73.8,130,6628,Par 72
Turtle Bay Resort - Fazio Course,"Kahuku, HI",HI,18,2546,White,M,71.2,130,6535,
Maidstone Club,"East Hampton, NY",NE,18,2551,Back,M,72.5,134,6390,Par 72 (West/18-hole course); private
National Golf Links of America,"Southampton, NY",NE,18,2538,,,,,duplicate note; see row above,
Ko Olina Golf Club,"Kapolei, HI",HI,18,2565,Back,M,73.6,138,6815,Par 72
Ko Olina Golf Club,"Kapolei, HI",HI,18,2565,White,M,71.0,131,6432,
Newport Country Club,"Newport, RI",NE,18,2592,Black,M,75.5,135,7085,Par 70; private
Newport Country Club,"Newport, RI",NE,18,2592,Blue,M,72.7,129,6735,
Newport Country Club,"Newport, RI",NE,18,2592,Red,M,72.5,128,6577,
TPC Boston,"Norton, MA",NE,18,2596,Members,M,72.2,142,6441,Par 72
TPC Boston,"Norton, MA",NE,18,2596,Members,W,72.0,121,5101,
The Country Club - Composite Course,"Brookline, MA",NE,18,2599,Black,M,74.5,148,6840,Par 70; private
The Country Club - Composite Course,"Brookline, MA",NE,18,2599,Blue,M,73.7,146,,
The Country Club - Composite Course,"Brookline, MA",NE,18,2599,White,M,72.1,138,,
The Country Club - Composite Course,"Brookline, MA",NE,18,2599,Red,W,72.3,133,,
Princeville Makai Golf Club,"Princeville, HI",HI,18,2613,Black,M,75.4,134,7223,Par 72
Princeville Makai Golf Club,"Princeville, HI",HI,18,2613,Blue,M,71.4,127,6496,
Princeville Makai Golf Club,"Princeville, HI",HI,18,2613,White,M,69.6,125,6134,
Princeville Makai Golf Club,"Princeville, HI",HI,18,2613,Red,W,66.5,118,5458,
Ocean Course at Hokuala (Kauai Lagoons),"Lihue, HI",HI,18,2614,Back,M,76.2,142,7156,Par 72; women's not published
Poipu Bay Golf Course,"Koloa, HI",HI,18,2622,Gold,M,74.7,131,6959,Par 72
Poipu Bay Golf Course,"Koloa, HI",HI,18,2622,Blue,M,72.0,130,,
Poipu Bay Golf Course,"Koloa, HI",HI,18,2622,White,M,69.9,125,,
Poipu Bay Golf Course,"Koloa, HI",HI,18,2622,Red,W,66.0,110,,
Royal Dornoch - Championship Course,"Dornoch, Sutherland",UK,18,5054,Blue,M,73.2,136,6754,Par 70; UK WHS slope
Royal Dornoch - Championship Course,"Dornoch, Sutherland",UK,18,5054,White,M,72.6,134,6626,
Royal Dornoch - Championship Course,"Dornoch, Sutherland",UK,18,5054,Yellow,M,71.1,129,6267,
Royal Dornoch - Championship Course,"Dornoch, Sutherland",UK,18,5054,Red,W,75.6,139,,
Royal Dornoch - Championship Course,"Dornoch, Sutherland",UK,18,5054,Green,W,72.1,130,,
Royal Portrush Golf Club - Dunluce Course,"Portrush, County Antrim",UK,18,5085,Championship,M,75.0,126,7143,Par 72; rating/slope vary across sources
Lahinch Golf Club - Old Course,"Lahinch, County Clare",UK,18,5088,Championship,M,,133,7066,Par 72; back-tee rating not published; slope 133
Lahinch Golf Club - Old Course,"Lahinch, County Clare",UK,18,5088,Blue,M,,,6950,
Ballybunion Golf Club - Old Course,"Ballybunion, County Kerry",UK,18,5094,Blue,M,74.5,131,6802,Par 72
Ballybunion Golf Club - Old Course,"Ballybunion, County Kerry",UK,18,5094,White,M,72.5,131,6366,
Ballybunion Golf Club - Old Course,"Ballybunion, County Kerry",UK,18,5094,Green,M,70.9,129,6060,
Ballybunion Golf Club - Old Course,"Ballybunion, County Kerry",UK,18,5094,Red,W,72.5,128,5380,
Loch Lomond Golf Club,"Luss, Argyll and Bute",UK,18,5113,Black,M,75.3,142,7165,Par 71; private
Loch Lomond Golf Club,"Luss, Argyll and Bute",UK,18,5113,White,M,71.4,128,,
Loch Lomond Golf Club,"Luss, Argyll and Bute",UK,18,5113,Forward,W,72.8,130,5460,
Royal Troon - Old Course,"Troon, South Ayrshire",UK,18,5134,Blue,M,76.0,145,7208,Par 71
Royal Troon - Old Course,"Troon, South Ayrshire",UK,18,5134,White,M,73.4,140,6641,
Royal Troon - Old Course,"Troon, South Ayrshire",UK,18,5134,Yellow,M,71.5,136,,
Royal Troon - Old Course,"Troon, South Ayrshire",UK,18,5134,Red,M,69.6,132,,
Turnberry Resort - Ailsa Course,"Turnberry, South Ayrshire",UK,18,5138,Championship,M,73.1,137,7489,Par 71; ratings vary post-2016 renovation
Turnberry Resort - Ailsa Course,"Turnberry, South Ayrshire",UK,18,5138,Regular,M,71.4,133,,
Turnberry Resort - Ailsa Course,"Turnberry, South Ayrshire",UK,18,5138,Forward,W,74.0,132,,
Royal County Down Golf Club - Championship Course,"Newcastle, County Down",UK,18,5150,Blue,M,75.9,145,7204,Par 71
Royal County Down Golf Club - Championship Course,"Newcastle, County Down",UK,18,5150,Red,W,,,6249,Ladies par 76
Carnoustie Golf Links - Championship Course,"Carnoustie, Angus",UK,18,5151,White,M,75.2,139,6945,Par 72; tips play ~7400
Carnoustie Golf Links - Championship Course,"Carnoustie, Angus",UK,18,5151,Yellow,M,73.6,135,6589,
Carnoustie Golf Links - Championship Course,"Carnoustie, Angus",UK,18,5151,Green,M,71.5,130,6139,
The Old Course at St Andrews,"St Andrews, Fife",UK,18,5155,Black,M,73.1,132,6721,Par 72; tips play ~7313 for championships
The New Course at St Andrews,"St Andrews, Fife",UK,18,5155,White,M,72.8,127,6625,Par 72
The Jubilee Course at St Andrews,"St Andrews, Fife",UK,18,5155,Medal,M,,,6742,Par 72; slope not published in sources
The Castle Course at St Andrews,"St Andrews, Fife",UK,18,5158,Championship,M,72.1,143,6759,Par 71
Kingsbarns Golf Links,"Kingsbarns, Fife",UK,18,5162,Medal,M,73.2,136,6807,Par 72
Kingsbarns Golf Links,"Kingsbarns, Fife",UK,18,5162,Regular,M,70.7,132,6351,
Kingsbarns Golf Links,"Kingsbarns, Fife",UK,18,5162,Ladies,W,70.7,126,5238,
Muirfield (Honourable Company of Edinburgh Golfers),"Gullane, East Lothian",UK,18,5168,Medal,M,73.8,142,6728,Par 71; private
Muirfield (Honourable Company of Edinburgh Golfers),"Gullane, East Lothian",UK,18,5168,Forward,W,76.3,140,5983,
Old Head Golf Links,"Kinsale, County Cork",UK,18,5170,Back,M,,142,7100,Par 72; back-tee rating not published; slope 142
Old Head Golf Links,"Kinsale, County Cork",UK,18,5170,Ladies,W,,,5413,
Portmarnock Golf Club,"Portmarnock, County Dublin",UK,18,5176,Blue,M,,,7466,Par 72; reliable ratings not published (course shown unrated)
Portmarnock Golf Club,"Portmarnock, County Dublin",UK,18,5176,White,M,,,6924,
Portmarnock Golf Club,"Portmarnock, County Dublin",UK,18,5176,Green,M,,,6703,
Royal Birkdale Golf Club,"Southport, Merseyside",UK,18,5267,Black,M,76.5,151,6736,Par 70
Royal Birkdale Golf Club,"Southport, Merseyside",UK,18,5267,White,M,70.8,141,6205,Par 72
Royal Birkdale Golf Club,"Southport, Merseyside",UK,18,5267,Gold,M,68.1,132,5511,
Royal Birkdale Golf Club,"Southport, Merseyside",UK,18,5267,Blue,W,78.2,148,,
Royal Liverpool Golf Club (Hoylake),"Hoylake, Merseyside",UK,18,5273,White,M,75.0,140,7341,Par 72
Royal Liverpool Golf Club (Hoylake),"Hoylake, Merseyside",UK,18,5273,Green,M,73.5,135,6790,
Royal Liverpool Golf Club (Hoylake),"Hoylake, Merseyside",UK,18,5273,Green,W,78.0,139,6790,
Royal Liverpool Golf Club (Hoylake),"Hoylake, Merseyside",UK,18,5273,Yellow,M,72.0,130,6331,
Sunningdale Golf Club - Old Course,"Sunningdale, Berkshire",UK,18,5444,Medal,M,,,6722,Par 70; rating/slope not published in sources
Wentworth Club - West Course,"Virginia Water, Surrey",UK,18,5445,White,M,77.5,153,7281,Par 72
Wentworth Club - West Course,"Virginia Water, Surrey",UK,18,5445,Yellow,M,74.2,148,,
Royal St George's Golf Club,"Sandwich, Kent",UK,18,5513,Championship,M,,138,7204,Par 70; back-tee rating not published; slope 138
Los Angeles Country Club (North),"Beverly Hills, CA",LA,18,,Black,M,74.6,139,7010,Par 70; private; US Open setup rated 76.9/148
Los Angeles Country Club (North),"Beverly Hills, CA",LA,18,,White,M,72.4,135,6466,
Sepulveda Golf Complex (Balboa),"Encino, CA",LA,18,,Back,M,70.5,116,6628,Par 72; municipal
Sepulveda Golf Complex (Encino),"Encino, CA",LA,18,,Back,M,71.5,116,6863,Par 72; municipal
Heartwell Golf Course,"Long Beach, CA",LA,18,,Back,M,50.1,90,2143,Par 54 executive
Sand Canyon CC - Valley/Desert,"Canyon Country, CA",LA,18,,Back,M,73.8,141,6740,Par 72; 18-hole composite
Sand Canyon CC - Desert/Mountain,"Canyon Country, CA",LA,18,,Back,M,,,6800,Par 72; alternate nine combo; rating varies
Sand Canyon CC - Mountain/Valley,"Canyon Country, CA",LA,18,,Back,M,,,6650,Par 72; alternate nine combo; rating varies
Newport Beach Golf Course,"Newport Beach, CA",OC,18,,Back,M,57.2,84,3216,Par 59 executive
Oak Quarry Golf Club,"Riverside, CA",IE,18,,Back,M,73.9,137,7002,Par 72
Hidden Valley Golf Club,"Norco, CA",IE,18,,Back,M,73.8,141,6880,Par 72
Hidden Valley Lake Golf & Country Club,"Hidden Valley Lake, CA",NC,18,,Back,M,72.5,124,6667,Par 72
